state,category,characteristics,total,wrent,noconf,slightconf,modconf,highconf,deferred,didnottenure
OR,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
OR,Respondent currently employed,    Yes,"547,236","3,428","17,694","65,256","172,962","231,888","6,202","49,807"
OR,Respondent currently employed,    No,"436,439","7,192","78,820","91,417","124,605","134,405",-,-
OR,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
OR,Household income,"    Less than $25,000","358,496","7,689","47,254","75,584","77,752","100,411",-,"49,807"
OR,Household income,"    $25,000 - $34,999","155,606",-,-,"41,354","74,373","38,565","1,314",-
OR,Household income,"    $35,000 - $49,999","149,300","1,819","18,197","14,175","37,879","77,231",-,-
OR,Household income,"    $50,000 - $74,999","150,735",-,"12,863","23,308","61,912","52,652",-,-
OR,Household income,"    $75,000 - $99,999","70,242","1,112","10,145","2,252","25,199","31,534",-,-
OR,Household income,"    $100,000 - $149,999","71,871",-,"8,054",-,"12,412","51,405",-,-
OR,Household income,"    $150,000 - $199,999","13,223",-,-,-,-,"8,335","4,888",-
OR,Household income,"    $200,000 and above","14,201",-,-,-,"8,042","6,159",-,-
OR,Household income,    Did not report,-,-,-,-,-,-,-,-
PA,Total,Total,"2,482,809","94,288","458,196","308,396","736,751","843,035","39,257","2,887"
PA,Age,    18 - 24,"138,961",-,-,-,"90,360","48,601",-,-
PA,Age,    25 - 39,"1,124,039","64,217","163,193","167,074","291,198","435,470",-,"2,887"
PA,Age,    40 - 54,"694,826","1,564","294,854","130,187","139,777","105,488","22,957",-
PA,Age,    55 - 64,"269,068","1,521",149,"6,993","160,749","83,356","16,299",-
PA,Age,    65 and above,"255,915","26,986",-,"4,142","54,667","170,120",-,-
PA,Sex,    Male,"1,251,055","56,186","256,934","120,347","429,798","382,562","2,340","2,887"
PA,Sex,    Female,"1,231,755","38,101","201,262","188,049","306,953","460,473","36,917",-
PA,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"188,628","2,340","68,419","45,127","65,545","7,197",-,-
PA,Hispanic origin and Race,"    White alone, not Hispanic","1,592,706","37,217","184,802","217,724","382,946","748,345","21,672",-
PA,Hispanic origin and Race,"    Black alone, not Hispanic","529,748","7,623","190,715","34,347","229,397","47,194","17,585","2,887"
PA,Hispanic origin and Race,"    Asian alone, not Hispanic","34,631",-,-,"5,348","10,141","19,142",-,-
PA,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","137,096","47,108","14,260","5,850","48,722","21,156",-,-
PA,Education,    Less than high school,"134,887","7,623","14,260","28,715","84,289",-,-,-
PA,Education,    High school or GED,"1,234,702",-,"362,884","145,336","386,399","324,839","15,245",-
PA,Education,    Some college/associate’s degree,"688,746","58,214","71,358","102,777","186,646","245,739","24,012",-
PA,Education,    Bachelor’s degree or higher,"424,474","28,451","9,695","31,567","79,417","272,456",-,"2,887"
PA,Marital status,    Married,"942,889","30,152","249,644","103,167","227,420","317,261","15,245",-
PA,Marital status,    Widowed,"49,705","1,620",-,"3,059","11,234","33,792",-,-
PA,Marital status,    Divorced/separated,"517,468","47,108","102,388","112,946","65,297","168,057","21,672",-
PA,Marital status,    Never married,"970,407","15,408","106,163","89,225","432,799","323,925",-,"2,887"
PA,Marital status,    Did not report,"2,340",-,-,-,-,-,"2,340",-
PA,Presence of children under 18 years old,    Children in household,"939,510","9,963","183,518","155,855","321,448","234,841","33,885",-
PA,Presence of children under 18 years old,    No children,"1,543,299","84,325","274,678","152,541","415,303","608,193","5,372","2,887"
PA,Respondent or household member experienced loss of employment income,    Yes,"1,558,905","87,967","376,027","247,157","521,261","300,648","22,957","2,887"
PA,Respondent or household member experienced loss of employment income,    No,"923,904","6,320","82,169","61,239","215,490","542,387","16,299",-
PA,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
PA,Respondent currently employed,    Yes,"1,160,933","49,965","163,358","95,707","353,551","492,981","5,372",-
PA,Respondent currently employed,    No,"1,321,876","44,323","294,838","212,690","383,200","350,054","33,885","2,887"
PA,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
PA,Household income,"    Less than $25,000","835,392","56,294","189,885","83,949","299,442","168,905","36,917",-
PA,Household income,"    $25,000 - $34,999","631,941","30,152","160,304","58,483","151,048","231,954",-,-
PA,Household income,"    $35,000 - $49,999","317,324","6,320","34,029","121,399","105,050","48,186","2,340",-
PA,Household income,"    $50,000 - $74,999","275,060","1,521","63,259","8,407","81,348","120,525",-,-
PA,Household income,"    $75,000 - $99,999","152,058",-,"5,474","11,418","67,368","67,799",-,-
PA,Household income,"    $100,000 - $149,999","140,523",-,-,"17,118","21,272","102,134",-,-
PA,Household income,"    $150,000 - $199,999","54,988",-,"5,245",-,"3,740","46,003",-,-
PA,Household income,"    $200,000 and above","37,788",-,-,"7,623",-,"30,166",-,-
PA,Household income,    Did not report,"37,733",-,-,-,"7,482","27,364",-,"2,887"
RI,Total,Total,"215,863","6,982","20,575","28,626","36,572","123,108",-,-
RI,Age,    18 - 24,"18,708",-,-,-,487,"18,221",-,-
RI,Age,    25 - 39,"101,330","4,506","14,136","13,336","16,743","52,609",-,-
RI,Age,    40 - 54,"64,712","1,293","5,781","14,241","10,765","32,632",-,-
RI,Age,    55 - 64,"12,676",963,-,178,"4,075","7,460",-,-
RI,Age,    65 and above,"18,437",220,658,871,"4,502","12,186",-,-
RI,Sex,    Male,"80,625",-,825,"9,390","5,933","64,477",-,-
RI,Sex,    Female,"135,238","6,982","19,750","19,236","30,639","58,631",-,-
RI,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"42,433","4,506","9,121","11,564","7,644","9,597",-,-
RI,Hispanic origin and Race,"    White alone, not Hispanic","150,360","2,476","7,971","14,892","28,384","96,638",-,-
RI,Hispanic origin and Race,"    Black alone, not Hispanic","17,265",-,-,"1,960",180,"15,125",-,-
RI,Hispanic origin and Race,"    Asian alone, not Hispanic","5,232",-,"3,484",-,-,"1,748",-,-
RI,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic",574,-,-,210,364,-,-,-
RI,Education,    Less than high school,"23,299",-,-,"6,760","9,746","6,794",-,-
RI,Education,    High school or GED,"64,422","5,469","10,880","7,251","10,642","30,180",-,-
RI,Education,    Some college/associate’s degree,"68,506","1,293","9,517","11,501","12,571","33,624",-,-
RI,Education,    Bachelor’s degree or higher,"59,637",220,178,"3,115","3,613","52,510",-,-
RI,Marital status,    Married,"115,599","2,476","12,002","14,895","3,789","82,437",-,-
RI,Marital status,    Widowed,"4,549",-,658,-,"3,149",742,-,-
RI,Marital status,    Divorced/separated,"31,108",-,"2,297","7,041","5,463","16,307",-,-
RI,Marital status,    Never married,"64,607","4,506","5,618","6,690","24,171","23,622",-,-
RI,Marital status,    Did not report,-,-,-,-,-,-,-,-
RI,Presence of children under 18 years old,    Children in household,"98,694","5,799","9,779","15,174","18,949","48,992",-,-
RI,Presence of children under 18 years old,    No children,"117,170","1,183","10,796","13,453","17,623","74,115",-,-
RI,Respondent or household member experienced loss of employment income,    Yes,"124,974","1,293","8,993","17,239","29,942","67,507",-,-
RI,Respondent or household member experienced loss of employment income,    No,"90,890","5,689","11,582","11,388","6,629","55,601",-,-
RI,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
RI,Respondent currently employed,    Yes,"113,371","2,476","4,670","9,179","13,268","83,778",-,-
RI,Respondent currently employed,    No,"102,492","4,506","15,905","19,447","23,303","39,330",-,-
RI,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
RI,Household income,"    Less than $25,000","76,437","4,506","10,641","13,477","18,293","29,519",-,-
RI,Household income,"    $25,000 - $34,999","19,315",-,-,"6,782","2,167","10,366",-,-
RI,Household income,"    $35,000 - $49,999","26,260",-,"8,154","4,103","6,916","7,087",-,-
RI,Household income,"    $50,000 - $74,999","21,390","2,255",-,467,"7,334","11,334",-,-
RI,Household income,"    $75,000 - $99,999","26,767",-,"1,780","2,403","1,862","20,722",-,-
RI,Household income,"    $100,000 - $149,999","39,075",-,-,"1,393",-,"37,682",-,-
RI,Household income,"    $150,000 - $199,999","6,014",-,-,-,-,"6,014",-,-
RI,Household income,"    $200,000 and above",220,220,-,-,-,-,-,-
RI,Household income,    Did not report,385,-,-,-,-,385,-,-
SC,Total,Total,"1,075,262","28,263","94,091","395,232","238,360","300,054","19,262",-
SC,Age,    18 - 24,"116,937","8,616","12,296","82,770","11,963","1,293",-,-
SC,Age,    25 - 39,"312,679",-,"31,791","55,094","98,375","125,072","2,346",-
SC,Age,    40 - 54,"489,836","7,080","27,518","244,336","110,007","100,896",-,-
SC,Age,    55 - 64,"105,955","3,008","22,486","13,032","5,303","45,210","16,916",-
SC,Age,    65 and above,"49,856","9,559",-,-,"12,713","27,583",-,-
SC,Sex,    Male,"468,699","10,844","27,972","215,206","65,378","132,382","16,916",-
SC,Sex,    Female,"606,563","17,419","66,119","180,026","172,981","167,672","2,346",-
SC,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"14,228","7,331",-,-,"4,668","2,229",-,-
SC,Hispanic origin and Race,"    White alone, not Hispanic","445,486","20,932","27,127","52,626","122,694","202,845","19,262",-
SC,Hispanic origin and Race,"    Black alone, not Hispanic","576,453",-,"65,629","342,606","110,998","57,220",-,-
SC,Hispanic origin and Race,"    Asian alone, not Hispanic","18,581",-,-,-,-,"18,581",-,-
SC,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","20,514",-,"1,334",-,-,"19,179",-,-
SC,Education,    Less than high school,"119,755",-,"26,743","85,788","7,224",-,-,-
SC,Education,    High school or GED,"480,139","3,008","22,486","268,222","75,934","93,573","16,916",-
SC,Education,    Some college/associate’s degree,"322,059","7,080","40,216","29,574","121,285","121,557","2,346",-
SC,Education,    Bachelor’s degree or higher,"153,308","18,175","4,645","11,648","33,916","84,924",-,-
SC,Marital status,    Married,"322,974","6,948","9,951","40,550","115,737","132,871","16,916",-
SC,Marital status,    Widowed,"28,804","10,339","14,078",-,726,"3,661",-,-
SC,Marital status,    Divorced/separated,"387,229","2,360","4,458","237,149","76,984","66,277",-,-
SC,Marital status,    Never married,"336,256","8,616","65,604","117,533","44,913","97,245","2,346",-
SC,Marital status,    Did not report,-,-,-,-,-,-,-,-
SC,Presence of children under 18 years old,    Children in household,"405,958","5,368","65,466","145,026","100,602","87,150","2,346",-
SC,Presence of children under 18 years old,    No children,"669,304","22,895","28,624","250,206","137,758","212,904","16,916",-
SC,Respondent or household member experienced loss of employment income,    Yes,"688,557","7,728","80,463","285,640","153,476","141,988","19,262",-
SC,Respondent or household member experienced loss of employment income,    No,"386,704","20,535","13,627","109,592","84,884","158,066",-,-
SC,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
SC,Respondent currently employed,    Yes,"554,160","8,616","25,549","186,542","143,073","190,380",-,-
SC,Respondent currently employed,    No,"521,102","19,648","68,541","208,690","95,287","109,674","19,262",-
SC,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
SC,Household income,"    Less than $25,000","205,938","14,411","62,770","51,942","56,560","17,909","2,346",-
SC,Household income,"    $25,000 - $34,999","145,000","11,624","8,588","3,112","71,233","33,527","16,916",-
SC,Household income,"    $35,000 - $49,999","259,788",-,"7,091","134,918","36,192","81,587",-,-
SC,Household income,"    $50,000 - $74,999","337,713",-,"2,860","196,677","56,952","81,223",-,-
SC,Household income,"    $75,000 - $99,999","54,101",-,"12,293",-,"17,423","24,385",-,-
SC,Household income,"    $100,000 - $149,999","49,971","2,228",488,-,-,"47,255",-,-
SC,Household income,"    $150,000 - $199,999","5,375",-,-,-,-,"5,375",-,-
SC,Household income,"    $200,000 and above","8,793",-,-,-,-,"8,793",-,-
SC,Household income,    Did not report,"8,583",-,-,"8,583",-,-,-,-
SD,Total,Total,"174,742","5,537","10,408","42,094","40,771","75,700",232,-
SD,Age,    18 - 24,"1,737",-,-,-,889,847,-,-
SD,Age,    25 - 39,"104,916","1,463","9,193","37,534","19,058","37,669",-,-
SD,Age,    40 - 54,"28,206",-,"1,215","2,798","6,426","17,767",-,-
SD,Age,    55 - 64,"13,162","3,446",-,-,"4,572","5,144",-,-
SD,Age,    65 and above,"26,720",629,-,"1,762","9,826","14,272",232,-
SD,Sex,    Male,"89,281","4,075","4,190","26,541","24,054","30,421",-,-
SD,Sex,    Female,"85,461","1,463","6,217","15,553","16,717","45,279",232,-
SD,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"4,190",-,"4,190",-,-,-,-,-
SD,Hispanic origin and Race,"    White alone, not Hispanic","161,916","5,537","6,217","42,094","36,157","71,679",232,-
SD,Hispanic origin and Race,"    Black alone, not Hispanic","3,501",-,-,-,"3,501",-,-,-
SD,Hispanic origin and Race,"    Asian alone, not Hispanic",783,-,-,-,783,-,-,-
SD,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","4,351",-,-,-,330,"4,021",-,-
SD,Education,    Less than high school,"16,143",-,-,"6,439","1,570","8,134",-,-
SD,Education,    High school or GED,"63,638","1,463","3,220","30,009","8,099","20,848",-,-
SD,Education,    Some college/associate’s degree,"73,905","3,674","2,668","2,272","27,944","37,346",-,-
SD,Education,    Bachelor’s degree or higher,"21,056",400,"4,520","3,374","3,158","9,371",232,-
SD,Marital status,    Married,"57,089","2,370","3,865","1,149","13,040","36,664",-,-
SD,Marital status,    Widowed,"4,920",-,-,"1,762","2,058",868,232,-
SD,Marital status,    Divorced/separated,"34,760","3,167","1,660","2,983","7,927","19,023",-,-
SD,Marital status,    Never married,"77,803",-,"4,883","36,200","17,575","19,145",-,-
SD,Marital status,    Did not report,170,-,-,-,170,-,-,-
SD,Presence of children under 18 years old,    Children in household,"57,865",-,"5,644","10,611","15,089","26,521",-,-
SD,Presence of children under 18 years old,    No children,"116,877","5,537","4,764","31,483","25,682","49,178",232,-
SD,Respondent or household member experienced loss of employment income,    Yes,"91,203","1,851","5,973","39,406","30,500","13,472",-,-
SD,Respondent or household member experienced loss of employment income,    No,"83,539","3,686","4,434","2,688","10,270","62,228",232,-
SD,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
SD,Respondent currently employed,    Yes,"120,888","4,749","1,660","32,299","27,098","55,083",-,-
SD,Respondent currently employed,    No,"53,854",789,"8,748","9,795","13,673","20,617",232,-
SD,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
SD,Household income,"    Less than $25,000","75,755","1,463","4,879","32,475","4,553","32,385",-,-
SD,Household income,"    $25,000 - $34,999","16,036",228,"2,223",-,"9,024","4,560",-,-
SD,Household income,"    $35,000 - $49,999","33,500",-,330,"8,006","18,931","6,233",-,-
SD,Household income,"    $50,000 - $74,999","22,492","1,982",-,-,"4,884","15,394",232,-
SD,Household income,"    $75,000 - $99,999","14,901","1,476","2,976","1,612",-,"8,837",-,-
SD,Household income,"    $100,000 - $149,999","6,602",-,-,-,-,"6,602",-,-
SD,Household income,"    $150,000 - $199,999",-,-,-,-,-,-,-,-
SD,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
SD,Household income,    Did not report,"5,456",388,-,-,"3,379","1,689",-,-
TN,Total,Total,"1,533,904","49,878","127,426","169,351","722,771","464,478",-,-
TN,Age,    18 - 24,"115,778",-,-,"33,067","51,194","31,517",-,-
TN,Age,    25 - 39,"810,434","6,002","80,294","49,339","421,464","253,334",-,-
TN,Age,    40 - 54,"460,465","38,859","40,752","46,157","204,047","130,650",-,-
TN,Age,    55 - 64,"78,736",-,"3,647","39,673","9,949","25,466",-,-
TN,Age,    65 and above,"68,492","5,017","2,733","1,114","36,117","23,512",-,-
TN,Sex,    Male,"667,867","10,914","10,940","43,430","374,189","228,393",-,-
TN,Sex,    Female,"866,038","38,964","116,486","125,920","348,581","236,086",-,-
TN,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"349,549",-,"8,011","11,711","326,090","3,737",-,-
TN,Hispanic origin and Race,"    White alone, not Hispanic","835,807","28,279","86,774","84,902","246,118","389,733",-,-
TN,Hispanic origin and Race,"    Black alone, not Hispanic","291,616","21,599","32,641","47,532","130,000","59,844",-,-
TN,Hispanic origin and Race,"    Asian alone, not Hispanic","14,572",-,-,-,"3,408","11,164",-,-
TN,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","42,360",-,-,"25,206","17,155",-,-,-
TN,Education,    Less than high school,"203,537",-,-,"26,934","167,849","8,755",-,-
TN,Education,    High school or GED,"645,879","1,762","54,451","54,948","377,014","157,704",-,-
TN,Education,    Some college/associate’s degree,"432,516","40,521","53,976","70,436","120,587","146,997",-,-
TN,Education,    Bachelor’s degree or higher,"251,972","7,596","18,999","17,033","57,321","151,023",-,-
TN,Marital status,    Married,"517,223","4,864","54,284","71,961","120,738","265,377",-,-
TN,Marital status,    Widowed,"51,323","2,732","6,013","14,399",-,"28,179",-,-
TN,Marital status,    Divorced/separated,"319,788","6,404","17,797","21,843","236,661","37,083",-,-
TN,Marital status,    Never married,"612,064","35,878","49,333","61,147","342,841","122,865",-,-
TN,Marital status,    Did not report,"33,505",-,-,-,"22,531","10,974",-,-
TN,Presence of children under 18 years old,    Children in household,"869,094","19,022","77,532","68,491","495,161","208,887",-,-
TN,Presence of children under 18 years old,    No children,"664,810","30,856","49,894","100,859","227,609","255,591",-,-
TN,Respondent or household member experienced loss of employment income,    Yes,"906,295","33,447","113,228","125,348","486,546","147,727",-,-
TN,Respondent or household member experienced loss of employment income,    No,"627,609","16,431","14,199","44,003","236,225","316,751",-,-
TN,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
TN,Respondent currently employed,    Yes,"753,408","9,653","56,803","88,307","297,752","300,893",-,-
TN,Respondent currently employed,    No,"780,496","40,226","70,623","81,043","425,019","163,585",-,-
TN,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
TN,Household income,"    Less than $25,000","447,314","25,170","66,791","83,357","204,664","67,332",-,-
TN,Household income,"    $25,000 - $34,999","269,374","4,241","6,315","50,042","161,675","47,102",-,-
TN,Household income,"    $35,000 - $49,999","288,853","12,871","35,266","12,967","55,820","171,929",-,-
TN,Household income,"    $50,000 - $74,999","390,330","5,017","7,723","22,984","259,970","94,636",-,-
TN,Household income,"    $75,000 - $99,999","80,690",-,"11,331",-,"24,547","44,813",-,-
TN,Household income,"    $100,000 - $149,999","28,562","2,579",-,-,"5,366","20,617",-,-
TN,Household income,"    $150,000 - $199,999","12,837",-,-,-,658,"12,179",-,-
TN,Household income,"    $200,000 and above","5,872",-,-,-,-,"5,872",-,-
TN,Household income,    Did not report,"10,072",-,-,-,"10,072",-,-,-
TX,Total,Total,"7,167,494","483,437","1,310,446","1,717,767","1,490,238","2,113,615","51,459",531
TX,Age,    18 - 24,"352,680",-,"8,426","112,190","67,579","164,484",-,-
TX,Age,    25 - 39,"4,095,931","221,677","856,089","1,363,510","766,612","887,039","1,004",-
TX,Age,    40 - 54,"1,419,973","101,270","294,571","205,720","279,083","516,723","22,075",531
TX,Age,    55 - 64,"688,406","30,706","151,360","10,738","283,333","212,269",-,-
TX,Age,    65 and above,"610,504","129,785",-,"25,609","93,630","333,100","28,380",-
TX,Sex,    Male,"3,100,689","316,803","749,755","496,689","524,523","1,012,919",-,-
TX,Sex,    Female,"4,066,805","166,634","560,691","1,221,078","965,715","1,100,697","51,459",531
TX,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"2,348,955","261,203","375,306","555,102","801,038","356,306",-,-
TX,Hispanic origin and Race,"    White alone, not Hispanic","2,755,900","98,181","485,386","628,347","472,598","1,062,663","8,193",531
TX,Hispanic origin and Race,"    Black alone, not Hispanic","1,612,257","124,053","441,265","346,198","156,681","519,126","24,934",-
TX,Hispanic origin and Race,"    Asian alone, not Hispanic","299,382",-,-,"149,153","10,463","121,433","18,332",-
TX,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","151,001",-,"8,488","38,968","49,458","54,087",-,-
TX,Education,    Less than high school,"524,382","17,759","90,708","200,039","186,280","11,263","18,332",-
TX,Education,    High school or GED,"3,295,863","257,153","933,966","786,597","509,087","809,060",-,-
TX,Education,    Some college/associate’s degree,"2,308,970","183,969","204,772","668,985","555,247","688,809","7,189",-
TX,Education,    Bachelor’s degree or higher,"1,038,278","24,556","80,999","62,147","239,624","604,483","25,937",531
TX,Marital status,    Married,"2,911,048","261,659","596,256","555,977","608,026","869,794","19,336",-
TX,Marital status,    Widowed,"178,978","5,607","12,433","33,976","14,760","112,202",-,-
TX,Marital status,    Divorced/separated,"1,361,189","69,816","283,262","299,183","375,643","332,753",-,531
TX,Marital status,    Never married,"2,716,279","146,355","418,495","828,632","491,808","798,866","32,122",-
TX,Marital status,    Did not report,-,-,-,-,-,-,-,-
TX,Presence of children under 18 years old,    Children in household,"3,861,761","172,178","858,836","1,153,663","847,860","806,497","22,195",531
TX,Presence of children under 18 years old,    No children,"3,305,733","311,259","451,610","564,105","642,378","1,307,118","29,263",-
TX,Respondent or household member experienced loss of employment income,    Yes,"4,135,135","142,346","1,017,323","1,467,256","897,372","588,643","22,195",-
TX,Respondent or household member experienced loss of employment income,    No,"3,032,358","341,092","293,123","250,511","592,866","1,524,972","29,263",531
TX,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
TX,Respondent currently employed,    Yes,"3,553,353","206,204","557,402","856,044","654,639","1,256,457","22,075",531
TX,Respondent currently employed,    No,"3,614,141","277,233","753,044","861,723","835,599","857,158","29,384",-
TX,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
TX,Household income,"    Less than $25,000","2,433,822","265,495","554,244","899,208","207,699","498,984","8,193",-
TX,Household income,"    $25,000 - $34,999","915,247","5,607","180,449","237,391","378,106","113,694",-,-
TX,Household income,"    $35,000 - $49,999","1,100,858","29,047","103,919","252,295","438,749","237,324","39,524",-
TX,Household income,"    $50,000 - $74,999","1,516,127","7,365","374,420","145,226","267,286","721,831",-,-
TX,Household income,"    $75,000 - $99,999","551,969","60,839","16,283","170,503","141,535","159,066","3,742",-
TX,Household income,"    $100,000 - $149,999","304,199","2,444","61,304","4,516","36,627","199,308",-,-
TX,Household income,"    $150,000 - $199,999","154,286","111,716","18,713",-,"4,975","18,882",-,-
TX,Household income,"    $200,000 and above","85,383",923,-,-,-,"84,460",-,-
TX,Household income,    Did not report,"105,601",-,"1,114","8,628","15,262","80,067",-,531
UT,Total,Total,"527,085","11,747","24,971","108,591","98,358","262,600","20,818",-
UT,Age,    18 - 24,"105,513",-,-,"2,816","20,756","81,941",-,-
UT,Age,    25 - 39,"247,213","7,110","22,876","76,565","33,162","87,900","19,599",-
UT,Age,    40 - 54,"87,692",-,"2,095","27,795","30,043","26,540","1,219",-
UT,Age,    55 - 64,"27,960","3,609",-,"1,414","11,359","11,578",-,-
UT,Age,    65 and above,"58,707","1,028",-,-,"3,038","54,641",-,-
UT,Sex,    Male,"215,142","7,313","6,297","17,099","38,084","126,749","19,599",-
UT,Sex,    Female,"311,943","4,434","18,673","91,491","60,274","135,851","1,219",-
UT,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"34,354",-,566,"5,721","17,064","11,003",-,-
UT,Hispanic origin and Race,"    White alone, not Hispanic","434,811","11,747","24,405","92,452","62,692","242,296","1,219",-
UT,Hispanic origin and Race,"    Black alone, not Hispanic","8,920",-,-,-,"6,794","2,127",-,-
UT,Hispanic origin and Race,"    Asian alone, not Hispanic","30,431",-,-,-,"9,149","1,683","19,599",-
UT,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","18,568",-,-,"10,417","2,659","5,492",-,-
UT,Education,    Less than high school,"27,614",-,-,"12,632","4,891","10,090",-,-
UT,Education,    High school or GED,"156,702","1,981","6,297","65,300","19,812","43,713","19,599",-
UT,Education,    Some college/associate’s degree,"244,774","5,442","7,822","21,200","61,681","148,629",-,-
UT,Education,    Bachelor’s degree or higher,"97,995","4,325","10,851","9,459","11,973","60,169","1,219",-
UT,Marital status,    Married,"321,108","4,082","2,095","74,429","63,975","176,527",-,-
UT,Marital status,    Widowed,"5,455",-,-,-,"1,028","4,427",-,-
UT,Marital status,    Divorced/separated,"73,481","1,981","1,308","15,570","12,872","41,751",-,-
UT,Marital status,    Never married,"125,822","5,685","21,569","18,591","20,483","39,896","19,599",-
UT,Marital status,    Did not report,"1,219",-,-,-,-,-,"1,219",-
UT,Presence of children under 18 years old,    Children in household,"216,664",-,"9,279","84,440","52,824","68,903","1,219",-
UT,Presence of children under 18 years old,    No children,"310,421","11,747","15,692","24,151","45,534","193,697","19,599",-
UT,Respondent or household member experienced loss of employment income,    Yes,"301,754","7,010","23,141","42,652","56,532","152,819","19,599",-
UT,Respondent or household member experienced loss of employment income,    No,"224,349","4,738","1,830","65,938","40,844","109,781","1,219",-
UT,Respondent or household member experienced loss of employment income,    Did not report,982,-,-,-,982,-,-,-
UT,Respondent currently employed,    Yes,"349,190","5,685","1,830","84,625","72,197","183,635","1,219",-
UT,Respondent currently employed,    No,"177,895","6,063","23,141","23,966","26,161","78,965","19,599",-
UT,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
UT,Household income,"    Less than $25,000","172,647","3,003","22,311","23,460","25,973","78,301","19,599",-
UT,Household income,"    $25,000 - $34,999","128,668","3,609","1,830","70,726","23,739","28,764",-,-
UT,Household income,"    $35,000 - $49,999","51,222","1,426",-,"6,476","16,411","26,910",-,-
UT,Household income,"    $50,000 - $74,999","90,697","3,710",831,"7,515","16,954","61,688",-,-
UT,Household income,"    $75,000 - $99,999","45,078",-,-,-,"11,126","33,952",-,-
UT,Household income,"    $100,000 - $149,999","12,898",-,-,413,"1,537","10,948",-,-
UT,Household income,"    $150,000 - $199,999","7,919",-,-,-,"1,532","6,387",-,-
UT,Household income,"    $200,000 and above","2,304",-,-,-,"1,085",-,"1,219",-
UT,Household income,    Did not report,"15,651",-,-,-,-,"15,651",-,-
VT,Total,Total,"82,332","12,562",340,"5,645","23,442","40,003",-,340
VT,Age,    18 - 24,391,-,-,391,-,-,-,-
VT,Age,    25 - 39,"41,989","1,113",-,"1,981","15,723","23,171",-,-
VT,Age,    40 - 54,"17,059","2,222",340,814,"5,217","8,126",-,340
VT,Age,    55 - 64,"17,161","9,071",-,"2,458","1,336","4,296",-,-
VT,Age,    65 and above,"5,731",156,-,-,"1,166","4,409",-,-
VT,Sex,    Male,"39,214","9,682",-,171,"14,433","14,929",-,-
VT,Sex,    Female,"43,117","2,881",340,"5,474","9,009","25,074",-,340
VT,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"6,958",727,-,920,432,"4,879",-,-
VT,Hispanic origin and Race,"    White alone, not Hispanic","74,541","11,835",340,"4,430","23,010","34,587",-,340
VT,Hispanic origin and Race,"    Black alone, not Hispanic",-,-,-,-,-,-,-,-
VT,Hispanic origin and Race,"    Asian alone, not Hispanic",834,-,-,296,-,538,-,-
VT,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic",-,-,-,-,-,-,-,-
VT,Education,    Less than high school,"10,579",-,-,"1,386","9,192",-,-,-
VT,Education,    High school or GED,"16,389",-,-,-,"4,099","12,290",-,-
VT,Education,    Some college/associate’s degree,"35,753","10,472",340,"1,330","5,706","17,566",-,340
VT,Education,    Bachelor’s degree or higher,"19,611","2,090",-,"2,930","4,445","10,146",-,-
VT,Marital status,    Married,"25,116","1,709",-,"2,707","5,316","15,385",-,-
VT,Marital status,    Widowed,"1,179",883,-,296,-,-,-,-
VT,Marital status,    Divorced/separated,"22,038",-,340,440,"15,340","5,917",-,-
VT,Marital status,    Never married,"25,523","1,495",-,"2,202","2,786","18,701",-,340
VT,Marital status,    Did not report,"8,476","8,476",-,-,-,-,-,-
VT,Presence of children under 18 years old,    Children in household,"23,981","1,113",-,"1,432","15,212","5,884",-,340
